Prompts_with_Context,labels,responses
"Given the following:
Nitrogen Content: 60.0, Phosphorous Content: 48.0, Potassium Content: 39.0, Temperature: 24.28209415, Humidity: 80.30025587, pH: 7.042299069, Rainfall: 231.0863347, Plant rice
Nitrogen Content: 60.0, Phosphorous Content: 55.0, Potassium Content: 40.0, Temperature: 24.9949957, Humidity: 88.95692783, pH: 7.02777956, Rainfall: 151.4935635, Plant jute
Nitrogen Content: 60.0, Phosphorous Content: 38.0, Potassium Content: 17.0, Temperature: 18.41932981, Humidity: 64.23580251, pH: 6.474476516, Rainfall: 76.41312437, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 60.0, Phosphorous Content: 55.0, Potassium Content: 36.0, Temperature: 26.12797248, Humidity: 80.49172597, pH: 7.132389299, Rainfall: 150.6326874
Provide a one word answer.",jute,  Maize
"Given the following:
Nitrogen Content: 32.0, Phosphorous Content: 141.0, Potassium Content: 204.0, Temperature: 8.825674745, Humidity: 82.89753705, pH: 5.536645599, Rainfall: 67.235765, Plant grapes
Nitrogen Content: 32.0, Phosphorous Content: 129.0, Potassium Content: 201.0, Temperature: 16.36251869, Humidity: 83.00471609, pH: 6.48754639, Rainfall: 71.55665483, Plant grapes
Nitrogen Content: 32.0, Phosphorous Content: 13.0, Potassium Content: 42.0, Temperature: 23.50128217, Humidity: 92.97527546, pH: 5.786058032, Rainfall: 106.61905, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 32.0, Phosphorous Content: 141.0, Potassium Content: 203.0, Temperature: 21.25941052, Humidity: 92.84416234, pH: 5.821347769, Rainfall: 109.0658471
Provide a one word answer.",apple,  Orange
"Given the following:
Nitrogen Content: 109.0, Phosphorous Content: 21.0, Potassium Content: 55.0, Temperature: 24.9004602, Humidity: 89.73524177, pH: 6.770278088, Rainfall: 57.44942094, Plant watermelon
Nitrogen Content: 109.0, Phosphorous Content: 36.0, Potassium Content: 18.0, Temperature: 25.40059227, Humidity: 76.53237965, pH: 7.524707577, Rainfall: 62.5138867, Plant cotton
Nitrogen Content: 103.0, Phosphorous Content: 16.0, Potassium Content: 49.0, Temperature: 24.06731461, Humidity: 81.64075303, pH: 6.915717008, Rainfall: 51.75212401, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 109.0, Phosphorous Content: 10.0, Potassium Content: 53.0, Temperature: 26.81938687, Humidity: 87.8274604, pH: 6.551750306, Rainfall: 46.06193778
Provide a one word answer.",watermelon,  Watermelon
"Given the following:
Nitrogen Content: 65.0, Phosphorous Content: 37.0, Potassium Content: 40.0, Temperature: 23.35905428, Humidity: 83.59512273, pH: 5.333322606, Rainfall: 188.413665, Plant rice
Nitrogen Content: 65.0, Phosphorous Content: 54.0, Potassium Content: 39.0, Temperature: 23.75091572, Humidity: 71.14782585, pH: 7.124571593, Rainfall: 160.0889553, Plant jute
Nitrogen Content: 63.0, Phosphorous Content: 44.0, Potassium Content: 41.0, Temperature: 24.17298839, Humidity: 83.7287574, pH: 5.583370042, Rainfall: 257.0343554, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 65.0, Phosphorous Content: 39.0, Potassium Content: 45.0, Temperature: 23.66805429, Humidity: 70.89000744, pH: 6.768001309, Rainfall: 184.4633281
Provide a one word answer.",jute,  Rice
"Given the following:
Nitrogen Content: 39.0, Phosphorous Content: 9.0, Potassium Content: 15.0, Temperature: 25.35467646, Humidity: 91.81183218, pH: 7.992041984, Rainfall: 116.7555937, Plant orange
Nitrogen Content: 39.0, Phosphorous Content: 17.0, Potassium Content: 45.0, Temperature: 18.09691127, Humidity: 90.42177379, pH: 6.924490731, Rainfall: 104.88189, Plant pomegranate
Nitrogen Content: 39.0, Phosphorous Content: 25.0, Potassium Content: 36.0, Temperature: 18.90223032, Humidity: 94.99897537, pH: 5.567805185, Rainfall: 107.6103211, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 39.0, Phosphorous Content: 60.0, Potassium Content: 15.0, Temperature: 35.09357419, Humidity: 30.98685456, pH: 5.004074624, Rainfall: 116.9106908
Provide a one word answer.",pigeonpeas,  Orange
"Given the following:
Nitrogen Content: 29.0, Phosphorous Content: 122.0, Potassium Content: 196.0, Temperature: 41.94865736, Humidity: 81.15595212, pH: 5.638328481, Rainfall: 73.06862952, Plant grapes
Nitrogen Content: 29.0, Phosphorous Content: 142.0, Potassium Content: 203.0, Temperature: 29.67229086, Humidity: 83.71498986, pH: 5.891195653, Rainfall: 66.48490371, Plant grapes
Nitrogen Content: 29.0, Phosphorous Content: 128.0, Potassium Content: 198.0, Temperature: 22.44075021, Humidity: 92.70785115, pH: 5.685062404, Rainfall: 121.4977331, Plant apple
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 29.0, Phosphorous Content: 139.0, Potassium Content: 205.0, Temperature: 23.64142354, Humidity: 93.74461474, pH: 6.155939453, Rainfall: 116.6912176
Provide a one word answer.",apple,  Grapes
"Given the following:
Nitrogen Content: 17.0, Phosphorous Content: 64.0, Potassium Content: 16.0, Temperature: 30.97758716, Humidity: 32.24914235, pH: 7.161797643, Rainfall: 180.716828, Plant pigeonpeas
Nitrogen Content: 17.0, Phosphorous Content: 64.0, Potassium Content: 18.0, Temperature: 36.75087487, Humidity: 58.25799145, pH: 6.07938452, Rainfall: 124.6028153, Plant pigeonpeas
Nitrogen Content: 17.0, Phosphorous Content: 16.0, Potassium Content: 14.0, Temperature: 16.39624284, Humidity: 92.18151927, pH: 6.625538653, Rainfall: 102.944161, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 17.0, Phosphorous Content: 11.0, Potassium Content: 32.0, Temperature: 28.74013335, Humidity: 93.39676499, pH: 5.620733794, Rainfall: 156.7650823
Provide a one word answer.",coconut,  Corn
"Given the following:
Nitrogen Content: 1.0, Phosphorous Content: 35.0, Potassium Content: 34.0, Temperature: 30.79375683, Humidity: 46.69536813, pH: 6.27339822, Rainfall: 92.21318555, Plant mango
Nitrogen Content: 1.0, Phosphorous Content: 48.0, Potassium Content: 24.0, Temperature: 29.34594634, Humidity: 85.60472562, pH: 6.232836962, Rainfall: 59.03629954, Plant mungbean
Nitrogen Content: 1.0, Phosphorous Content: 8.0, Potassium Content: 26.0, Temperature: 27.5136304, Humidity: 94.18955816, pH: 5.562911913, Rainfall: 156.6732553, Plant coconut
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 1.0, Phosphorous Content: 6.0, Potassium Content: 35.0, Temperature: 27.02269204, Humidity: 95.71935435, pH: 6.231662767, Rainfall: 147.1682459
Provide a one word answer.",coconut,  Mungbean
"Given the following:
Nitrogen Content: 13.0, Phosphorous Content: 8.0, Potassium Content: 12.0, Temperature: 25.16296632, Humidity: 92.54736032, pH: 7.105904818, Rainfall: 114.3117197, Plant orange
Nitrogen Content: 13.0, Phosphorous Content: 23.0, Potassium Content: 6.0, Temperature: 23.96147583, Humidity: 90.26408017, pH: 7.365338111, Rainfall: 102.6958703, Plant orange
Nitrogen Content: 13.0, Phosphorous Content: 22.0, Potassium Content: 5.0, Temperature: 19.667056, Humidity: 90.50096668, pH: 7.764040111, Rainfall: 100.1737964, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 13.0, Phosphorous Content: 5.0, Potassium Content: 8.0, Temperature: 23.85340379, Humidity: 90.10522549, pH: 7.474710503, Rainfall: 103.923226
Provide a one word answer.",orange,  Orange
"Given the following:
Nitrogen Content: 27.0, Phosphorous Content: 76.0, Potassium Content: 83.0, Temperature: 19.12829388, Humidity: 14.92241479, pH: 6.289614016, Rainfall: 89.61857826, Plant chickpea
Nitrogen Content: 27.0, Phosphorous Content: 138.0, Potassium Content: 201.0, Temperature: 23.66682067, Humidity: 93.90191078, pH: 5.952367662, Rainfall: 105.4004751, Plant apple
Nitrogen Content: 27.0, Phosphorous Content: 69.0, Potassium Content: 22.0, Temperature: 17.91652287, Humidity: 24.90814655, pH: 5.932323085, Rainfall: 69.14681022, Plant kidneybeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 27.0, Phosphorous Content: 145.0, Potassium Content: 205.0, Temperature: 9.467960445, Humidity: 82.29335466, pH: 5.800242694, Rainfall: 66.02765219
Provide a one word answer.",grapes,  Corn
"Given the following:
Nitrogen Content: 34.0, Phosphorous Content: 54.0, Potassium Content: 24.0, Temperature: 31.2119298, Humidity: 41.55934359, pH: 5.026003659, Rainfall: 68.80141783, Plant mothbeans
Nitrogen Content: 34.0, Phosphorous Content: 62.0, Potassium Content: 55.0, Temperature: 27.58548913, Humidity: 90.72526502, pH: 6.585346229, Rainfall: 238.5008779, Plant papaya
Nitrogen Content: 34.0, Phosphorous Content: 59.0, Potassium Content: 23.0, Temperature: 28.56212158, Humidity: 83.24855855, pH: 6.935804256, Rainfall: 56.48265193, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 34.0, Phosphorous Content: 65.0, Potassium Content: 19.0, Temperature: 23.43974653, Humidity: 63.22011726, pH: 5.94239222, Rainfall: 45.40277297
Provide a one word answer.",lentil,  Tomatoes
"Given the following:
Nitrogen Content: 91.0, Phosphorous Content: 35.0, Potassium Content: 39.0, Temperature: 23.79391957, Humidity: 80.41817957, pH: 6.970859754, Rainfall: 206.2611855, Plant rice
Nitrogen Content: 91.0, Phosphorous Content: 21.0, Potassium Content: 50.0, Temperature: 24.33528185, Humidity: 81.44030363, pH: 6.762030215, Rainfall: 48.32113628, Plant watermelon
Nitrogen Content: 91.0, Phosphorous Content: 35.0, Potassium Content: 38.0, Temperature: 24.8972823, Humidity: 80.52586088, pH: 6.13428721, Rainfall: 183.6793207, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 91.0, Phosphorous Content: 50.0, Potassium Content: 40.0, Temperature: 20.82477109, Humidity: 84.1341879, pH: 6.462391607, Rainfall: 230.2242223
Provide a one word answer.",rice,  Rice
"Given the following:
Nitrogen Content: 13.0, Phosphorous Content: 47.0, Potassium Content: 20.0, Temperature: 29.21780035, Humidity: 87.93724219, pH: 6.54450214, Rainfall: 43.1386631, Plant mungbean
Nitrogen Content: 13.0, Phosphorous Content: 22.0, Potassium Content: 5.0, Temperature: 19.667056, Humidity: 90.50096668, pH: 7.764040111, Rainfall: 100.1737964, Plant orange
Nitrogen Content: 13.0, Phosphorous Content: 132.0, Potassium Content: 203.0, Temperature: 23.60115364, Humidity: 82.48336987, pH: 6.423216506, Rainfall: 73.23901752, Plant grapes
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 13.0, Phosphorous Content: 17.0, Potassium Content: 45.0, Temperature: 21.25433607, Humidity: 92.65058936, pH: 7.159520979, Rainfall: 106.2784673
Provide a one word answer.",pomegranate,  Orange
"Given the following:
Nitrogen Content: 30.0, Phosphorous Content: 65.0, Potassium Content: 82.0, Temperature: 20.71424384, Humidity: 15.27824066, pH: 7.103798069, Rainfall: 76.77888672, Plant chickpea
Nitrogen Content: 30.0, Phosphorous Content: 64.0, Potassium Content: 20.0, Temperature: 33.8642935, Humidity: 61.57072498, pH: 6.573531614, Rainfall: 68.02199825, Plant blackgram
Nitrogen Content: 30.0, Phosphorous Content: 37.0, Potassium Content: 25.0, Temperature: 29.89129144, Humidity: 80.14487166, pH: 7.120032489, Rainfall: 54.7960127, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 30.0, Phosphorous Content: 65.0, Potassium Content: 25.0, Temperature: 32.88733849, Humidity: 64.59457409, pH: 7.70650895, Rainfall: 71.50569456
Provide a one word answer.",blackgram,  Chickpea
"Given the following:
Nitrogen Content: 98.0, Phosphorous Content: 53.0, Potassium Content: 38.0, Temperature: 20.26707606, Humidity: 81.63895217, pH: 5.01450727, Rainfall: 270.4417274, Plant rice
Nitrogen Content: 99.0, Phosphorous Content: 55.0, Potassium Content: 35.0, Temperature: 21.7238313, Humidity: 80.2389895, pH: 6.501697816, Rainfall: 277.9626192, Plant rice
Nitrogen Content: 99.0, Phosphorous Content: 15.0, Potassium Content: 27.0, Temperature: 27.41711238, Humidity: 56.63636248, pH: 6.086922359, Rainfall: 127.92461, Plant coffee
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 99.0, Phosphorous Content: 92.0, Potassium Content: 47.0, Temperature: 28.1279509, Humidity: 77.48247073, pH: 6.323933647, Rainfall: 103.5045395
Provide a one word answer.",banana,  Coffee
"Given the following:
Nitrogen Content: 90.0, Phosphorous Content: 15.0, Potassium Content: 52.0, Temperature: 27.04927452, Humidity: 91.3821731, pH: 6.448061578, Rainfall: 23.65747461, Plant muskmelon
Nitrogen Content: 90.0, Phosphorous Content: 86.0, Potassium Content: 55.0, Temperature: 27.96236771, Humidity: 84.15403614, pH: 5.644486582, Rainfall: 97.55986676, Plant banana
Nitrogen Content: 90.0, Phosphorous Content: 86.0, Potassium Content: 52.0, Temperature: 25.85036988, Humidity: 81.95580471, pH: 5.793260262, Rainfall: 119.0856171, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 90.0, Phosphorous Content: 49.0, Potassium Content: 21.0, Temperature: 24.84016732, Humidity: 68.3584573, pH: 6.472523287, Rainfall: 74.05474936
Provide a one word answer.",maize,  Banana
"Given the following:
Nitrogen Content: 20.0, Phosphorous Content: 7.0, Potassium Content: 45.0, Temperature: 18.90592319, Humidity: 89.24126808, pH: 6.077886012, Rainfall: 112.4750941, Plant pomegranate
Nitrogen Content: 20.0, Phosphorous Content: 50.0, Potassium Content: 22.0, Temperature: 30.99694676, Humidity: 46.42693735, pH: 9.406887533, Rainfall: 38.31597852, Plant mothbeans
Nitrogen Content: 20.0, Phosphorous Content: 72.0, Potassium Content: 19.0, Temperature: 32.47648301, Humidity: 64.34848735, pH: 7.397190844, Rainfall: 65.820457, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 20.0, Phosphorous Content: 41.0, Potassium Content: 20.0, Temperature: 29.27308605, Humidity: 89.4875022, pH: 7.073048264, Rainfall: 50.9246554
Provide a one word answer.",mungbean,"  Sure! Based on the given conditions, the ideal crop to plant is:
RICE"
"Given the following:
Nitrogen Content: 83.0, Phosphorous Content: 79.0, Potassium Content: 55.0, Temperature: 25.14748006, Humidity: 83.34688193, pH: 5.565028635, Rainfall: 98.66679427, Plant banana
Nitrogen Content: 82.0, Phosphorous Content: 78.0, Potassium Content: 46.0, Temperature: 25.05802193, Humidity: 84.97323747, pH: 5.738678895, Rainfall: 110.4408803, Plant banana
Nitrogen Content: 84.0, Phosphorous Content: 38.0, Potassium Content: 43.0, Temperature: 26.57421679, Humidity: 73.81994896, pH: 7.26158085, Rainfall: 159.3223075, Plant jute
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 86.0, Phosphorous Content: 79.0, Potassium Content: 45.0, Temperature: 27.81251452, Humidity: 82.69285419, pH: 5.80766417, Rainfall: 99.20961514
Provide a one word answer.",banana,  Corn.
"Given the following:
Nitrogen Content: 105.0, Phosphorous Content: 88.0, Potassium Content: 54.0, Temperature: 25.78749808, Humidity: 84.51194224, pH: 6.020445317, Rainfall: 114.2005455, Plant banana
Nitrogen Content: 108.0, Phosphorous Content: 88.0, Potassium Content: 55.0, Temperature: 26.28845991, Humidity: 83.390039, pH: 5.891458107, Rainfall: 113.8729798, Plant banana
Nitrogen Content: 107.0, Phosphorous Content: 71.0, Potassium Content: 55.0, Temperature: 29.42017919, Humidity: 83.96754496, pH: 6.088064451, Rainfall: 117.229079, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 105.0, Phosphorous Content: 93.0, Potassium Content: 46.0, Temperature: 25.01018457, Humidity: 78.76260938, pH: 5.760457558, Rainfall: 108.3690513
Provide a one word answer.",banana,  Sweetpotato
"Given the following:
Nitrogen Content: 21.0, Phosphorous Content: 9.0, Potassium Content: 40.0, Temperature: 24.51147697, Humidity: 90.64498715, pH: 5.956401828, Rainfall: 105.6209954, Plant pomegranate
Nitrogen Content: 21.0, Phosphorous Content: 39.0, Potassium Content: 20.0, Temperature: 28.14448546, Humidity: 82.1193047, pH: 7.064782138, Rainfall: 46.75690086, Plant mungbean
Nitrogen Content: 21.0, Phosphorous Content: 21.0, Potassium Content: 30.0, Temperature: 27.69819273, Humidity: 51.41593238, pH: 5.403908328, Rainfall: 100.7720705, Plant mango
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 21.0, Phosphorous Content: 20.0, Potassium Content: 31.0, Temperature: 25.60033702, Humidity: 99.7240104, pH: 5.855457599, Rainfall: 165.8248732
Provide a one word answer.",coconut,  Orange
"Given the following:
Nitrogen Content: 84.0, Phosphorous Content: 38.0, Potassium Content: 43.0, Temperature: 26.57421679, Humidity: 73.81994896, pH: 7.26158085, Rainfall: 159.3223075, Plant jute
Nitrogen Content: 84.0, Phosphorous Content: 55.0, Potassium Content: 38.0, Temperature: 26.8748389, Humidity: 79.78725152, pH: 6.956682743, Rainfall: 173.1017097, Plant jute
Nitrogen Content: 84.0, Phosphorous Content: 40.0, Potassium Content: 42.0, Temperature: 26.2830571, Humidity: 73.35763537, pH: 6.704273839, Rainfall: 186.6898282, Plant jute
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 84.0, Phosphorous Content: 36.0, Potassium Content: 28.0, Temperature: 26.7350622, Humidity: 55.55164819, pH: 6.119892347, Rainfall: 140.6305213
Provide a one word answer.",coffee,  Sugarcane
"Given the following:
Nitrogen Content: 40.0, Phosphorous Content: 49.0, Potassium Content: 17.0, Temperature: 31.02215872, Humidity: 45.89239456, pH: 6.68727523, Rainfall: 53.56783314, Plant mothbeans
Nitrogen Content: 40.0, Phosphorous Content: 51.0, Potassium Content: 17.0, Temperature: 28.66086349, Humidity: 86.12194568, pH: 6.860602782, Rainfall: 50.01534317, Plant mungbean
Nitrogen Content: 40.0, Phosphorous Content: 63.0, Potassium Content: 18.0, Temperature: 30.41588462, Humidity: 67.66323804, pH: 6.74441168, Rainfall: 63.02473185, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 40.0, Phosphorous Content: 55.0, Potassium Content: 18.0, Temperature: 30.38257873, Humidity: 40.5926071, pH: 7.115994051, Rainfall: 47.95406479
Provide a one word answer.",mothbeans,  Soybean
"Given the following:
Nitrogen Content: 23.0, Phosphorous Content: 75.0, Potassium Content: 25.0, Temperature: 31.07508973, Humidity: 47.19847683, pH: 7.077170002, Rainfall: 91.31256412, Plant pigeonpeas
Nitrogen Content: 23.0, Phosphorous Content: 57.0, Potassium Content: 19.0, Temperature: 32.83963757, Humidity: 67.99803573, pH: 7.251000789, Rainfall: 73.40452716, Plant blackgram
Nitrogen Content: 23.0, Phosphorous Content: 7.0, Potassium Content: 34.0, Temperature: 26.1055118, Humidity: 91.52421214, pH: 5.852038202, Rainfall: 134.1279669, Plant coconut
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 23.0, Phosphorous Content: 55.0, Potassium Content: 16.0, Temperature: 21.01142393, Humidity: 69.69141302, pH: 5.111488821, Rainfall: 185.2039114
Provide a one word answer.",pigeonpeas,"  Certainly! Based on the conditions you provided, I would recommend planting organic pigeonpeas for the given parameters."
"Given the following:
Nitrogen Content: 118.0, Phosphorous Content: 31.0, Potassium Content: 34.0, Temperature: 27.54823036, Humidity: 62.88179198, pH: 6.123796057, Rainfall: 181.4170812, Plant coffee
Nitrogen Content: 118.0, Phosphorous Content: 21.0, Potassium Content: 34.0, Temperature: 24.38534644, Humidity: 64.72543073, pH: 7.234258375, Rainfall: 119.6324109, Plant coffee
Nitrogen Content: 118.0, Phosphorous Content: 40.0, Potassium Content: 35.0, Temperature: 26.35034208, Humidity: 58.50650238, pH: 7.460174812, Rainfall: 121.5586297, Plant coffee
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 118.0, Phosphorous Content: 33.0, Potassium Content: 30.0, Temperature: 24.13179691, Humidity: 67.22512329, pH: 6.362607851, Rainfall: 173.3228386
Provide a one word answer.",coffee,  Coffee
"Given the following:
Nitrogen Content: 27.0, Phosphorous Content: 56.0, Potassium Content: 22.0, Temperature: 19.91853092, Humidity: 20.70099804, pH: 5.833010958, Rainfall: 108.6434544, Plant kidneybeans
Nitrogen Content: 27.0, Phosphorous Content: 65.0, Potassium Content: 18.0, Temperature: 20.10993761, Humidity: 23.22323766, pH: 5.59503163, Rainfall: 73.36386477, Plant kidneybeans
Nitrogen Content: 27.0, Phosphorous Content: 59.0, Potassium Content: 22.0, Temperature: 21.81167649, Humidity: 23.20591245, pH: 5.794158504, Rainfall: 130.0608093, Plant kidneybeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 27.0, Phosphorous Content: 43.0, Potassium Content: 23.0, Temperature: 31.70447482, Humidity: 56.85420099, pH: 5.875333778, Rainfall: 44.94317432
Provide a one word answer.",mothbeans,  Corn
"Given the following:
Nitrogen Content: 32.0, Phosphorous Content: 130.0, Potassium Content: 196.0, Temperature: 40.66012294, Humidity: 81.24995984, pH: 6.372959542, Rainfall: 74.03030056, Plant grapes
Nitrogen Content: 32.0, Phosphorous Content: 129.0, Potassium Content: 201.0, Temperature: 16.36251869, Humidity: 83.00471609, pH: 6.48754639, Rainfall: 71.55665483, Plant grapes
Nitrogen Content: 32.0, Phosphorous Content: 141.0, Potassium Content: 204.0, Temperature: 8.825674745, Humidity: 82.89753705, pH: 5.536645599, Rainfall: 67.235765, Plant grapes
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 32.0, Phosphorous Content: 139.0, Potassium Content: 198.0, Temperature: 35.89307536, Humidity: 82.66850729, pH: 6.358186848, Rainfall: 66.53946559
Provide a one word answer.",grapes,  Grapes
"Given the following:
Nitrogen Content: 35.0, Phosphorous Content: 125.0, Potassium Content: 204.0, Temperature: 19.6491772, Humidity: 80.15215777, pH: 6.107741788, Rainfall: 73.69529586, Plant grapes
Nitrogen Content: 35.0, Phosphorous Content: 135.0, Potassium Content: 199.0, Temperature: 21.77466746, Humidity: 80.54942557, pH: 6.400719746, Rainfall: 69.39630398, Plant grapes
Nitrogen Content: 35.0, Phosphorous Content: 140.0, Potassium Content: 197.0, Temperature: 16.77557314, Humidity: 82.75241875, pH: 6.106190557, Rainfall: 66.76285469, Plant grapes
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 35.0, Phosphorous Content: 145.0, Potassium Content: 195.0, Temperature: 22.03911546, Humidity: 94.58075845, pH: 6.231950009, Rainfall: 110.9804014
Provide a one word answer.",apple,  Grapes
"Given the following:
Nitrogen Content: 6.0, Phosphorous Content: 13.0, Potassium Content: 29.0, Temperature: 27.31155708, Humidity: 99.96906006, pH: 5.832608028, Rainfall: 201.8258633, Plant coconut
Nitrogen Content: 6.0, Phosphorous Content: 69.0, Potassium Content: 19.0, Temperature: 26.88630675, Humidity: 41.69617915, pH: 4.750929218, Rainfall: 94.46748008, Plant pigeonpeas
Nitrogen Content: 7.0, Phosphorous Content: 16.0, Potassium Content: 9.0, Temperature: 18.87957654, Humidity: 92.04304496, pH: 7.813916603, Rainfall: 114.6659511, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 6.0, Phosphorous Content: 18.0, Potassium Content: 37.0, Temperature: 19.65690085, Humidity: 89.93701023, pH: 5.937649578, Rainfall: 108.0458926
Provide a one word answer.",pomegranate,  Corn
"Given the following:
Nitrogen Content: 95.0, Phosphorous Content: 21.0, Potassium Content: 47.0, Temperature: 27.93114233, Humidity: 93.56161439, pH: 6.431970877, Rainfall: 20.66127836, Plant muskmelon
Nitrogen Content: 95.0, Phosphorous Content: 75.0, Potassium Content: 45.0, Temperature: 28.98333432, Humidity: 82.95958244, pH: 5.829898502, Rainfall: 109.022564, Plant banana
Nitrogen Content: 95.0, Phosphorous Content: 27.0, Potassium Content: 55.0, Temperature: 28.47212559, Humidity: 91.21322065, pH: 6.160414414, Rainfall: 20.88620369, Plant muskmelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 95.0, Phosphorous Content: 82.0, Potassium Content: 48.0, Temperature: 27.39489579, Humidity: 83.31172003, pH: 5.719014989, Rainfall: 92.78133617
Provide a one word answer.",banana,  Muskmelon
"Given the following:
Nitrogen Content: 36.0, Phosphorous Content: 43.0, Potassium Content: 21.0, Temperature: 28.36319404, Humidity: 84.8593608, pH: 7.140437859, Rainfall: 52.93031105, Plant mungbean
Nitrogen Content: 36.0, Phosphorous Content: 56.0, Potassium Content: 20.0, Temperature: 25.4123765, Humidity: 49.66474269, pH: 7.437078236, Rainfall: 31.87416982, Plant mothbeans
Nitrogen Content: 36.0, Phosphorous Content: 43.0, Potassium Content: 22.0, Temperature: 27.82684262, Humidity: 87.16679147, pH: 6.389882166, Rainfall: 58.37249772, Plant mungbean
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 36.0, Phosphorous Content: 44.0, Potassium Content: 21.0, Temperature: 25.12528913, Humidity: 51.33189406, pH: 4.516154055, Rainfall: 38.48678973
Provide a one word answer.",mothbeans,  Corn
"Given the following:
Nitrogen Content: 11.0, Phosphorous Content: 45.0, Potassium Content: 19.0, Temperature: 28.70012137, Humidity: 44.359648, pH: 3.828031463, Rainfall: 44.11622138, Plant mothbeans
Nitrogen Content: 11.0, Phosphorous Content: 34.0, Potassium Content: 32.0, Temperature: 29.14305008, Humidity: 49.40983294, pH: 6.831706773, Rainfall: 97.55155537, Plant mango
Nitrogen Content: 11.0, Phosphorous Content: 18.0, Potassium Content: 42.0, Temperature: 21.57936934, Humidity: 94.88267728, pH: 5.938528744, Rainfall: 102.8593382, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 11.0, Phosphorous Content: 41.0, Potassium Content: 19.0, Temperature: 26.85911286, Humidity: 41.81420849, pH: 5.131779302, Rainfall: 44.13827124
Provide a one word answer.",mothbeans,"  Certainly! Based on the given conditions, the ideal crop to plant would be...
Mango!"
"Given the following:
Nitrogen Content: 11.0, Phosphorous Content: 72.0, Potassium Content: 20.0, Temperature: 19.52226241, Humidity: 24.92607153, pH: 5.951177452, Rainfall: 113.334026, Plant kidneybeans
Nitrogen Content: 11.0, Phosphorous Content: 122.0, Potassium Content: 195.0, Temperature: 12.14190714, Humidity: 83.56812483, pH: 5.647202395, Rainfall: 69.63122027, Plant grapes
Nitrogen Content: 11.0, Phosphorous Content: 18.0, Potassium Content: 42.0, Temperature: 21.57936934, Humidity: 94.88267728, pH: 5.938528744, Rainfall: 102.8593382, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 11.0, Phosphorous Content: 78.0, Potassium Content: 22.0, Temperature: 23.89756791, Humidity: 22.74378977, pH: 5.940546818, Rainfall: 112.6616435
Provide a one word answer.",kidneybeans,"  Certainly! Based on the conditions you provided, the ideal crop to plant would be:
Pomegranate"
"Given the following:
Nitrogen Content: 84.0, Phosphorous Content: 39.0, Potassium Content: 35.0, Temperature: 23.17714381, Humidity: 52.13864034, pH: 6.959404135, Rainfall: 117.3113562, Plant coffee
Nitrogen Content: 84.0, Phosphorous Content: 25.0, Potassium Content: 52.0, Temperature: 24.37190239, Humidity: 81.2514818, pH: 6.12532356, Rainfall: 44.20899581, Plant watermelon
Nitrogen Content: 86.0, Phosphorous Content: 55.0, Potassium Content: 21.0, Temperature: 21.54156232, Humidity: 59.64024162, pH: 6.803931519, Rainfall: 109.7515385, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 84.0, Phosphorous Content: 21.0, Potassium Content: 55.0, Temperature: 28.47090661, Humidity: 94.79453182, pH: 6.494251024, Rainfall: 21.08484101
Provide a one word answer.",muskmelon,  Maize
