Prompts_with_Context,Labels
"Given the following:
Nitrogen Content: 70.0, Phosphorous Content: 54.0, Potassium Content: 46.0, Temperature: 39.73149053, Humidity: 91.12220596, pH: 6.919342407, Rainfall: 122.7628653, Plant papaya
Nitrogen Content: 70.0, Phosphorous Content: 42.0, Potassium Content: 43.0, Temperature: 23.16814977, Humidity: 76.66724969, pH: 6.508342839, Rainfall: 157.1215052, Plant jute
Nitrogen Content: 70.0, Phosphorous Content: 36.0, Potassium Content: 42.0, Temperature: 21.84106875, Humidity: 80.72886384, pH: 6.946209881, Rainfall: 202.3838319, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 70.0, Phosphorous Content: 65.0, Potassium Content: 52.0, Temperature: 30.42012134, Humidity: 93.12659793, pH: 6.583528529, Rainfall: 75.95295",papaya
"Given the following:
Nitrogen Content: 28.0, Phosphorous Content: 80.0, Potassium Content: 17.0, Temperature: 19.62207826, Humidity: 18.67170854, pH: 5.809419584, Rainfall: 144.1567454, Plant kidneybeans
Nitrogen Content: 80.0, Phosphorous Content: 26.0, Potassium Content: 55.0, Temperature: 24.53442564, Humidity: 88.989272, pH: 6.140099215, Rainfall: 49.11618732, Plant watermelon
Nitrogen Content: 27.0, Phosphorous Content: 80.0, Potassium Content: 15.0, Temperature: 19.07096165, Humidity: 21.21092266, pH: 5.788386951, Rainfall: 86.21917578, Plant kidneybeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 26.0, Phosphorous Content: 80.0, Potassium Content: 83.0, Temperature: 17.08498521, Humidity: 16.14565756, pH: 7.528599957, Rainfall: 71.31007253",chickpea
"Given the following:
Nitrogen Content: 12.0, Phosphorous Content: 66.0, Potassium Content: 20.0, Temperature: 27.41434987, Humidity: 63.41785982, pH: 7.336117221, Rainfall: 44.43177543, Plant lentil
Nitrogen Content: 12.0, Phosphorous Content: 39.0, Potassium Content: 21.0, Temperature: 28.99319096, Humidity: 62.85948245, pH: 8.183844843, Rainfall: 70.4713043, Plant mothbeans
Nitrogen Content: 12.0, Phosphorous Content: 67.0, Potassium Content: 23.0, Temperature: 25.62896213, Humidity: 63.14909763, pH: 6.585020303, Rainfall: 45.49683991, Plant lentil
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 12.0, Phosphorous Content: 78.0, Potassium Content: 23.0, Temperature: 16.06522754, Humidity: 18.72479695, pH: 5.99812453, Rainfall: 88.06638775",kidneybeans
"Given the following:
Nitrogen Content: 77.0, Phosphorous Content: 55.0, Potassium Content: 43.0, Temperature: 25.49941707, Humidity: 75.99987588, pH: 6.663559451, Rainfall: 193.7141828, Plant jute
Nitrogen Content: 73.0, Phosphorous Content: 43.0, Potassium Content: 42.0, Temperature: 26.58361011, Humidity: 78.00774772, pH: 6.310699968, Rainfall: 154.8238864, Plant jute
Nitrogen Content: 77.0, Phosphorous Content: 36.0, Potassium Content: 23.0, Temperature: 24.71417533, Humidity: 56.73426469, pH: 6.648725327, Rainfall: 88.45361858, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 77.0, Phosphorous Content: 48.0, Potassium Content: 36.0, Temperature: 25.86705009, Humidity: 84.09985284, pH: 7.36008498, Rainfall: 154.8390847",jute
"Given the following:
Nitrogen Content: 94.0, Phosphorous Content: 53.0, Potassium Content: 40.0, Temperature: 20.27774362, Humidity: 82.89408619, pH: 5.718627178, Rainfall: 241.9741949, Plant rice
Nitrogen Content: 94.0, Phosphorous Content: 50.0, Potassium Content: 37.0, Temperature: 25.66585205, Humidity: 80.66385045, pH: 6.94801983, Rainfall: 209.5869708, Plant rice
Nitrogen Content: 94.0, Phosphorous Content: 89.0, Potassium Content: 48.0, Temperature: 28.55980972, Humidity: 84.51602322, pH: 5.653437902, Rainfall: 111.0843029, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 94.0, Phosphorous Content: 5.0, Potassium Content: 55.0, Temperature: 28.5854649, Humidity: 91.89216849, pH: 6.085682344, Rainfall: 26.88372572",muskmelon
"Given the following:
Nitrogen Content: 6.0, Phosphorous Content: 8.0, Potassium Content: 11.0, Temperature: 24.35590861, Humidity: 92.39651663, pH: 6.600948788, Rainfall: 119.6946577, Plant orange
Nitrogen Content: 5.0, Phosphorous Content: 68.0, Potassium Content: 20.0, Temperature: 18.72987676, Humidity: 61.33186249, pH: 5.001038726, Rainfall: 139.8710041, Plant pigeonpeas
Nitrogen Content: 18.0, Phosphorous Content: 5.0, Potassium Content: 11.0, Temperature: 20.87947369, Humidity: 90.93756231, pH: 6.251586885, Rainfall: 102.4550786, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 5.0, Phosphorous Content: 8.0, Potassium Content: 5.0, Temperature: 11.03367937, Humidity: 92.22706805, pH: 6.562594972, Rainfall: 112.7715925",orange
"Given the following:
Nitrogen Content: 6.0, Phosphorous Content: 125.0, Potassium Content: 204.0, Temperature: 27.92004934, Humidity: 82.93262435, pH: 5.733539807, Rainfall: 69.92092839, Plant grapes
Nitrogen Content: 6.0, Phosphorous Content: 139.0, Potassium Content: 199.0, Temperature: 25.67385024, Humidity: 81.6212135, pH: 6.29099842, Rainfall: 74.10919422, Plant grapes
Nitrogen Content: 6.0, Phosphorous Content: 63.0, Potassium Content: 23.0, Temperature: 26.01630259, Humidity: 49.94704718, pH: 5.906596905, Rainfall: 160.3337447, Plant pigeonpeas
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 6.0, Phosphorous Content: 124.0, Potassium Content: 200.0, Temperature: 22.98208095, Humidity: 93.84505029, pH: 5.971332179, Rainfall: 109.5852253",apple
"Given the following:
Nitrogen Content: 105.0, Phosphorous Content: 95.0, Potassium Content: 50.0, Temperature: 27.33368994, Humidity: 83.67675197, pH: 5.849076099, Rainfall: 101.0494791, Plant banana
Nitrogen Content: 105.0, Phosphorous Content: 60.0, Potassium Content: 23.0, Temperature: 23.53371386, Humidity: 77.21705554, pH: 6.207652157, Rainfall: 87.54004943, Plant cotton
Nitrogen Content: 105.0, Phosphorous Content: 56.0, Potassium Content: 15.0, Temperature: 25.96779712, Humidity: 81.97904282, pH: 7.272316209, Rainfall: 74.14169043, Plant cotton
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 105.0, Phosphorous Content: 30.0, Potassium Content: 50.0, Temperature: 25.29954705, Humidity: 81.77527562, pH: 6.37620108, Rainfall: 57.04147057",watermelon
"Given the following:
Nitrogen Content: 58.0, Phosphorous Content: 73.0, Potassium Content: 16.0, Temperature: 33.36984395, Humidity: 65.67718163, pH: 6.874142175, Rainfall: 64.89517488, Plant blackgram
Nitrogen Content: 57.0, Phosphorous Content: 60.0, Potassium Content: 17.0, Temperature: 26.23773129, Humidity: 67.88521396, pH: 7.504608385, Rainfall: 73.58663968, Plant blackgram
Nitrogen Content: 70.0, Phosphorous Content: 54.0, Potassium Content: 46.0, Temperature: 39.73149053, Humidity: 91.12220596, pH: 6.919342407, Rainfall: 122.7628653, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 59.0, Phosphorous Content: 70.0, Potassium Content: 84.0, Temperature: 17.3348681, Humidity: 18.74926979, pH: 7.550808267, Rainfall: 82.61734721",chickpea
"Given the following:
Nitrogen Content: 25.0, Phosphorous Content: 71.0, Potassium Content: 24.0, Temperature: 28.49538735, Humidity: 60.44848407, pH: 7.187721818, Rainfall: 74.91559514, Plant blackgram
Nitrogen Content: 41.0, Phosphorous Content: 78.0, Potassium Content: 21.0, Temperature: 25.19857725, Humidity: 60.37332688, pH: 6.581313137, Rainfall: 70.88787207, Plant blackgram
Nitrogen Content: 73.0, Phosphorous Content: 57.0, Potassium Content: 41.0, Temperature: 21.44653958, Humidity: 84.94375962, pH: 5.824709117, Rainfall: 272.2017204, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 77.0, Phosphorous Content: 38.0, Potassium Content: 36.0, Temperature: 21.8652524, Humidity: 80.1923008, pH: 5.953933276, Rainfall: 224.5550169",rice
"Given the following:
Nitrogen Content: 23.0, Phosphorous Content: 23.0, Potassium Content: 30.0, Temperature: 32.82141065, Humidity: 47.45553843, pH: 4.755273631, Rainfall: 90.89173106, Plant mango
Nitrogen Content: 23.0, Phosphorous Content: 45.0, Potassium Content: 21.0, Temperature: 31.46511256, Humidity: 51.79939437, pH: 8.985348193, Rainfall: 74.44330654, Plant mothbeans
Nitrogen Content: 23.0, Phosphorous Content: 37.0, Potassium Content: 24.0, Temperature: 28.77833449, Humidity: 44.2252605, pH: 7.991902443, Rainfall: 33.95825723, Plant mothbeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 23.0, Phosphorous Content: 39.0, Potassium Content: 22.0, Temperature: 29.25649321, Humidity: 81.97952224, pH: 6.86483915, Rainfall: 42.02483277",mungbean
"Given the following:
Nitrogen Content: 40.0, Phosphorous Content: 62.0, Potassium Content: 19.0, Temperature: 27.32198928, Humidity: 34.13737127, pH: 4.697750704, Rainfall: 96.51524028, Plant pigeonpeas
Nitrogen Content: 40.0, Phosphorous Content: 73.0, Potassium Content: 20.0, Temperature: 21.59343016, Humidity: 20.31871249, pH: 5.811314232, Rainfall: 61.13872036, Plant kidneybeans
Nitrogen Content: 40.0, Phosphorous Content: 22.0, Potassium Content: 29.0, Temperature: 27.55821802, Humidity: 99.98187601, pH: 5.735364307, Rainfall: 174.6256481, Plant coconut
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 40.0, Phosphorous Content: 59.0, Potassium Content: 23.0, Temperature: 36.89163721, Humidity: 62.73178224, pH: 5.269084669, Rainfall: 163.7266551",pigeonpeas
"Given the following:
Nitrogen Content: 68.0, Phosphorous Content: 70.0, Potassium Content: 54.0, Temperature: 31.29986342, Humidity: 92.76039164, pH: 6.986228647, Rainfall: 54.77830202, Plant papaya
Nitrogen Content: 68.0, Phosphorous Content: 52.0, Potassium Content: 49.0, Temperature: 24.42561272, Humidity: 92.27749066, pH: 6.577192175, Rainfall: 63.35298768, Plant papaya
Nitrogen Content: 63.0, Phosphorous Content: 58.0, Potassium Content: 50.0, Temperature: 43.03714283, Humidity: 94.6428898, pH: 6.720744449, Rainfall: 41.5856585, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 68.0, Phosphorous Content: 57.0, Potassium Content: 43.0, Temperature: 26.08867875, Humidity: 80.37979919, pH: 5.706943251, Rainfall: 182.9043504",rice
"Given the following:
Nitrogen Content: 33.0, Phosphorous Content: 29.0, Potassium Content: 34.0, Temperature: 31.40948821, Humidity: 49.21729127, pH: 6.832979509, Rainfall: 92.99739415, Plant mango
Nitrogen Content: 29.0, Phosphorous Content: 36.0, Potassium Content: 25.0, Temperature: 28.28511547, Humidity: 88.4393979, pH: 7.130278657, Rainfall: 48.56690235, Plant mungbean
Nitrogen Content: 31.0, Phosphorous Content: 30.0, Potassium Content: 29.0, Temperature: 26.58580443, Humidity: 90.98617591, pH: 5.558807063, Rainfall: 178.8116076, Plant coconut
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 31.0, Phosphorous Content: 36.0, Potassium Content: 29.0, Temperature: 33.93679864, Humidity: 52.72170281, pH: 6.460542749, Rainfall: 97.4611918",mango
"Given the following:
Nitrogen Content: 22.0, Phosphorous Content: 79.0, Potassium Content: 17.0, Temperature: 21.42451099, Humidity: 20.39659714, pH: 5.912289889, Rainfall: 116.5206923, Plant kidneybeans
Nitrogen Content: 22.0, Phosphorous Content: 17.0, Potassium Content: 26.0, Temperature: 28.69818144, Humidity: 47.71875722, pH: 4.754435025, Rainfall: 99.642454, Plant mango
Nitrogen Content: 22.0, Phosphorous Content: 78.0, Potassium Content: 76.0, Temperature: 17.84851658, Humidity: 19.09172907, pH: 8.621662982, Rainfall: 76.32470713, Plant chickpea
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 22.0, Phosphorous Content: 71.0, Potassium Content: 17.0, Temperature: 18.15300153, Humidity: 19.38602098, pH: 5.509295379, Rainfall: 107.6907964",kidneybeans
"Given the following:
Nitrogen Content: 40.0, Phosphorous Content: 73.0, Potassium Content: 20.0, Temperature: 21.59343016, Humidity: 20.31871249, pH: 5.811314232, Rainfall: 61.13872036, Plant kidneybeans
Nitrogen Content: 84.0, Phosphorous Content: 40.0, Potassium Content: 43.0, Temperature: 25.01157559, Humidity: 88.3313023, pH: 7.228268228, Rainfall: 169.4168014, Plant jute
Nitrogen Content: 40.0, Phosphorous Content: 70.0, Potassium Content: 20.0, Temperature: 31.80130272, Humidity: 45.03186173, pH: 5.623490043, Rainfall: 147.0361442, Plant pigeonpeas
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 40.0, Phosphorous Content: 58.0, Potassium Content: 15.0, Temperature: 29.46416042, Humidity: 87.60890009, pH: 6.978400282, Rainfall: 43.15411472",mungbean
"Given the following:
Nitrogen Content: 95.0, Phosphorous Content: 13.0, Potassium Content: 46.0, Temperature: 29.84070774, Humidity: 93.76312893, pH: 6.126019932, Rainfall: 23.28207838, Plant muskmelon
Nitrogen Content: 12.0, Phosphorous Content: 67.0, Potassium Content: 23.0, Temperature: 25.62896213, Humidity: 63.14909763, pH: 6.585020303, Rainfall: 45.49683991, Plant lentil
Nitrogen Content: 95.0, Phosphorous Content: 16.0, Potassium Content: 55.0, Temperature: 25.26931156, Humidity: 87.55055105, pH: 6.612847999, Rainfall: 40.12650421, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 95.0, Phosphorous Content: 12.0, Potassium Content: 51.0, Temperature: 25.76484262, Humidity: 84.1726996, pH: 6.681606702, Rainfall: 44.22066914",watermelon
"Given the following:
Nitrogen Content: 2.0, Phosphorous Content: 56.0, Potassium Content: 23.0, Temperature: 26.65333029, Humidity: 59.79023382, pH: 7.550090941, Rainfall: 36.91852635, Plant mothbeans
Nitrogen Content: 2.0, Phosphorous Content: 21.0, Potassium Content: 35.0, Temperature: 25.02887163, Humidity: 91.53720922, pH: 6.293662363, Rainfall: 179.8248944, Plant coconut
Nitrogen Content: 78.0, Phosphorous Content: 42.0, Potassium Content: 42.0, Temperature: 20.13017482, Humidity: 81.60487287, pH: 7.628472891, Rainfall: 262.7173405, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 2.0, Phosphorous Content: 78.0, Potassium Content: 23.0, Temperature: 21.31852148, Humidity: 66.43934593, pH: 7.320514721, Rainfall: 45.42616802",lentil
"Given the following:
Nitrogen Content: 9.0, Phosphorous Content: 59.0, Potassium Content: 24.0, Temperature: 20.43517772, Humidity: 39.37252634, pH: 4.747352458, Rainfall: 137.2279662, Plant pigeonpeas
Nitrogen Content: 92.0, Phosphorous Content: 60.0, Potassium Content: 23.0, Temperature: 18.66746724, Humidity: 71.516474, pH: 5.721667141, Rainfall: 69.93293255, Plant maize
Nitrogen Content: 39.0, Phosphorous Content: 69.0, Potassium Content: 53.0, Temperature: 25.9300384, Humidity: 93.02357765, pH: 6.964955435, Rainfall: 241.8202079, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 9.0, Phosphorous Content: 60.0, Potassium Content: 23.0, Temperature: 31.96987867, Humidity: 57.17377029, pH: 6.276004336, Rainfall: 64.25520357",mothbeans
"Given the following:
Nitrogen Content: 14.0, Phosphorous Content: 59.0, Potassium Content: 22.0, Temperature: 23.82723528, Humidity: 67.89815262, pH: 6.76660668, Rainfall: 46.90725077, Plant lentil
Nitrogen Content: 14.0, Phosphorous Content: 18.0, Potassium Content: 35.0, Temperature: 31.09154239, Humidity: 47.02058367, pH: 4.791146778, Rainfall: 91.46664318, Plant mango
Nitrogen Content: 14.0, Phosphorous Content: 21.0, Potassium Content: 35.0, Temperature: 29.52501367, Humidity: 91.91185319, pH: 6.121005506, Rainfall: 194.3100272, Plant coconut
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 14.0, Phosphorous Content: 22.0, Potassium Content: 9.0, Temperature: 17.24944623, Humidity: 91.13772765, pH: 6.543191814, Rainfall: 112.5090516",orange
"Given the following:
Nitrogen Content: 107.0, Phosphorous Content: 45.0, Potassium Content: 25.0, Temperature: 23.0865933, Humidity: 83.55546146, pH: 7.227745516, Rainfall: 71.84080724, Plant cotton
Nitrogen Content: 107.0, Phosphorous Content: 71.0, Potassium Content: 55.0, Temperature: 29.42017919, Humidity: 83.96754496, pH: 6.088064451, Rainfall: 117.229079, Plant banana
Nitrogen Content: 107.0, Phosphorous Content: 58.0, Potassium Content: 15.0, Temperature: 23.73868041, Humidity: 75.77503808, pH: 7.55606399, Rainfall: 76.63669195, Plant cotton
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 107.0, Phosphorous Content: 72.0, Potassium Content: 45.0, Temperature: 28.14938935, Humidity: 81.54448882, pH: 5.790768046, Rainfall: 91.40508414",banana
"Given the following:
Nitrogen Content: 98.0, Phosphorous Content: 25.0, Potassium Content: 52.0, Temperature: 25.2801372, Humidity: 83.15393658, pH: 6.224066378, Rainfall: 49.29456609, Plant watermelon
Nitrogen Content: 98.0, Phosphorous Content: 8.0, Potassium Content: 51.0, Temperature: 26.1793464, Humidity: 86.52258079, pH: 6.25933595, Rainfall: 49.43050977, Plant watermelon
Nitrogen Content: 97.0, Phosphorous Content: 59.0, Potassium Content: 43.0, Temperature: 26.35927159, Humidity: 84.04403589, pH: 6.286500176, Rainfall: 271.3586137, Plant rice
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 98.0, Phosphorous Content: 26.0, Potassium Content: 52.0, Temperature: 27.33897716, Humidity: 90.69759008, pH: 6.150090899, Rainfall: 28.69113835",muskmelon
"Given the following:
Nitrogen Content: 118.0, Phosphorous Content: 21.0, Potassium Content: 51.0, Temperature: 24.42998931, Humidity: 86.33904774, pH: 6.678805092, Rainfall: 48.58241822, Plant watermelon
Nitrogen Content: 118.0, Phosphorous Content: 18.0, Potassium Content: 52.0, Temperature: 28.04943594, Humidity: 90.83130708, pH: 6.562832807, Rainfall: 20.76223014, Plant muskmelon
Nitrogen Content: 118.0, Phosphorous Content: 88.0, Potassium Content: 52.0, Temperature: 28.65003945, Humidity: 82.68752542, pH: 5.843163161, Rainfall: 98.75084366, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 118.0, Phosphorous Content: 88.0, Potassium Content: 51.0, Temperature: 25.44926208, Humidity: 79.49221962, pH: 6.201911642, Rainfall: 100.6619171",banana
"Given the following:
Nitrogen Content: 14.0, Phosphorous Content: 21.0, Potassium Content: 35.0, Temperature: 29.52501367, Humidity: 91.91185319, pH: 6.121005506, Rainfall: 194.3100272, Plant coconut
Nitrogen Content: 14.0, Phosphorous Content: 18.0, Potassium Content: 35.0, Temperature: 31.09154239, Humidity: 47.02058367, pH: 4.791146778, Rainfall: 91.46664318, Plant mango
Nitrogen Content: 14.0, Phosphorous Content: 58.0, Potassium Content: 17.0, Temperature: 30.53684308, Humidity: 59.96664731, pH: 4.605700542, Rainfall: 33.48919022, Plant mothbeans
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 14.0, Phosphorous Content: 41.0, Potassium Content: 17.0, Temperature: 29.12939524, Humidity: 88.48312598, pH: 7.085982325, Rainfall: 36.45012824",mungbean
"Given the following:
Nitrogen Content: 84.0, Phosphorous Content: 57.0, Potassium Content: 25.0, Temperature: 22.53510514, Humidity: 67.99257471, pH: 6.489040367, Rainfall: 64.40866039, Plant maize
Nitrogen Content: 84.0, Phosphorous Content: 55.0, Potassium Content: 38.0, Temperature: 26.8748389, Humidity: 79.78725152, pH: 6.956682743, Rainfall: 173.1017097, Plant jute
Nitrogen Content: 92.0, Phosphorous Content: 21.0, Potassium Content: 48.0, Temperature: 25.81692236, Humidity: 82.043255, pH: 6.377427122, Rainfall: 54.82963379, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 84.0, Phosphorous Content: 21.0, Potassium Content: 55.0, Temperature: 28.47090661, Humidity: 94.79453182, pH: 6.494251024, Rainfall: 21.08484101",muskmelon
"Given the following:
Nitrogen Content: 105.0, Phosphorous Content: 88.0, Potassium Content: 54.0, Temperature: 25.78749808, Humidity: 84.51194224, pH: 6.020445317, Rainfall: 114.2005455, Plant banana
Nitrogen Content: 105.0, Phosphorous Content: 93.0, Potassium Content: 46.0, Temperature: 25.01018457, Humidity: 78.76260938, pH: 5.760457558, Rainfall: 108.3690513, Plant banana
Nitrogen Content: 100.0, Phosphorous Content: 74.0, Potassium Content: 52.0, Temperature: 25.43480512, Humidity: 81.53977797, pH: 5.837258235, Rainfall: 96.47800391, Plant banana
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 105.0, Phosphorous Content: 74.0, Potassium Content: 45.0, Temperature: 25.14517635, Humidity: 81.38204104, pH: 6.098369122, Rainfall: 119.218154",banana
"Given the following:
Nitrogen Content: 30.0, Phosphorous Content: 20.0, Potassium Content: 38.0, Temperature: 22.59890174, Humidity: 93.16343942, pH: 7.058222596, Rainfall: 110.0932899, Plant pomegranate
Nitrogen Content: 21.0, Phosphorous Content: 20.0, Potassium Content: 31.0, Temperature: 25.60033702, Humidity: 99.7240104, pH: 5.855457599, Rainfall: 165.8248732, Plant coconut
Nitrogen Content: 20.0, Phosphorous Content: 29.0, Potassium Content: 27.0, Temperature: 25.09897688, Humidity: 92.36099489, pH: 6.047044342, Rainfall: 157.7592626, Plant coconut
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 20.0, Phosphorous Content: 30.0, Potassium Content: 27.0, Temperature: 27.81005614, Humidity: 51.59445462, pH: 4.74910393, Rainfall: 95.89898581",mango
"Given the following:
Nitrogen Content: 72.0, Phosphorous Content: 40.0, Potassium Content: 38.0, Temperature: 20.41447029, Humidity: 82.20802629, pH: 7.592490617, Rainfall: 245.1511304, Plant rice
Nitrogen Content: 38.0, Phosphorous Content: 21.0, Potassium Content: 35.0, Temperature: 20.33691147, Humidity: 89.38003827, pH: 5.841367187, Rainfall: 110.9653137, Plant pomegranate
Nitrogen Content: 38.0, Phosphorous Content: 60.0, Potassium Content: 20.0, Temperature: 29.84823072, Humidity: 60.63872613, pH: 7.491217102, Rainfall: 46.80452595, Plant lentil
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 38.0, Phosphorous Content: 72.0, Potassium Content: 21.0, Temperature: 28.23416057, Humidity: 49.4421345, pH: 5.902103172, Rainfall: 186.5008581",pigeonpeas
"Given the following:
Nitrogen Content: 68.0, Phosphorous Content: 52.0, Potassium Content: 49.0, Temperature: 24.42561272, Humidity: 92.27749066, pH: 6.577192175, Rainfall: 63.35298768, Plant papaya
Nitrogen Content: 68.0, Phosphorous Content: 70.0, Potassium Content: 54.0, Temperature: 31.29986342, Humidity: 92.76039164, pH: 6.986228647, Rainfall: 54.77830202, Plant papaya
Nitrogen Content: 63.0, Phosphorous Content: 58.0, Potassium Content: 50.0, Temperature: 43.03714283, Humidity: 94.6428898, pH: 6.720744449, Rainfall: 41.5856585, Plant papaya
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 68.0, Phosphorous Content: 58.0, Potassium Content: 38.0, Temperature: 23.22397386, Humidity: 83.03322691, pH: 6.336253525, Rainfall: 221.2091958",rice
"Given the following:
Nitrogen Content: 32.0, Phosphorous Content: 70.0, Potassium Content: 20.0, Temperature: 20.89342749, Humidity: 46.24856523, pH: 6.208843215, Rainfall: 195.5697875, Plant pigeonpeas
Nitrogen Content: 70.0, Phosphorous Content: 36.0, Potassium Content: 42.0, Temperature: 21.84106875, Humidity: 80.72886384, pH: 6.946209881, Rainfall: 202.3838319, Plant rice
Nitrogen Content: 33.0, Phosphorous Content: 77.0, Potassium Content: 21.0, Temperature: 30.32992227, Humidity: 65.62971858, pH: 7.01285529, Rainfall: 71.64631281, Plant blackgram
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 31.0, Phosphorous Content: 70.0, Potassium Content: 77.0, Temperature: 20.88818675, Humidity: 14.32313811, pH: 6.492546046, Rainfall: 90.46228334",chickpea
"Given the following:
Nitrogen Content: 111.0, Phosphorous Content: 53.0, Potassium Content: 19.0, Temperature: 23.96436009, Humidity: 78.02763149, pH: 6.419536555, Rainfall: 84.63148859, Plant cotton
Nitrogen Content: 111.0, Phosphorous Content: 5.0, Potassium Content: 52.0, Temperature: 29.8843055, Humidity: 94.0371147, pH: 6.135996372, Rainfall: 21.0000988, Plant muskmelon
Nitrogen Content: 111.0, Phosphorous Content: 5.0, Potassium Content: 55.0, Temperature: 26.283443, Humidity: 84.42478917, pH: 6.520663422, Rainfall: 50.78669728, Plant watermelon
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 111.0, Phosphorous Content: 6.0, Potassium Content: 53.0, Temperature: 26.4930645, Humidity: 88.59143088, pH: 6.313512999, Rainfall: 46.06382209",watermelon
"Given the following:
Nitrogen Content: 65.0, Phosphorous Content: 37.0, Potassium Content: 40.0, Temperature: 23.35905428, Humidity: 83.59512273, pH: 5.333322606, Rainfall: 188.413665, Plant rice
Nitrogen Content: 70.0, Phosphorous Content: 54.0, Potassium Content: 46.0, Temperature: 39.73149053, Humidity: 91.12220596, pH: 6.919342407, Rainfall: 122.7628653, Plant papaya
Nitrogen Content: 65.0, Phosphorous Content: 60.0, Potassium Content: 22.0, Temperature: 25.36768364, Humidity: 72.52054555, pH: 6.606984086, Rainfall: 107.9124111, Plant maize
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 65.0, Phosphorous Content: 39.0, Potassium Content: 45.0, Temperature: 23.66805429, Humidity: 70.89000744, pH: 6.768001309, Rainfall: 184.4633281",jute
"Given the following:
Nitrogen Content: 21.0, Phosphorous Content: 39.0, Potassium Content: 20.0, Temperature: 27.06179658, Humidity: 52.3003173, pH: 7.388007483, Rainfall: 60.74583498, Plant mothbeans
Nitrogen Content: 21.0, Phosphorous Content: 39.0, Potassium Content: 20.0, Temperature: 28.14448546, Humidity: 82.1193047, pH: 7.064782138, Rainfall: 46.75690086, Plant mungbean
Nitrogen Content: 21.0, Phosphorous Content: 21.0, Potassium Content: 38.0, Temperature: 22.5526059, Humidity: 89.3259486, pH: 6.327673765, Rainfall: 104.8955643, Plant pomegranate
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 21.0, Phosphorous Content: 38.0, Potassium Content: 20.0, Temperature: 27.10508014, Humidity: 63.56791363, pH: 5.794289715, Rainfall: 62.20279647",mothbeans
"Given the following:
Nitrogen Content: 11.0, Phosphorous Content: 74.0, Potassium Content: 17.0, Temperature: 21.36383757, Humidity: 69.92375891, pH: 6.633864582, Rainfall: 46.6352865, Plant lentil
Nitrogen Content: 11.0, Phosphorous Content: 61.0, Potassium Content: 21.0, Temperature: 18.62328774, Humidity: 23.02410338, pH: 5.532100554, Rainfall: 135.3378033, Plant kidneybeans
Nitrogen Content: 1.0, Phosphorous Content: 17.0, Potassium Content: 6.0, Temperature: 10.78689755, Humidity: 91.38411917, pH: 6.8198271, Rainfall: 117.5293447, Plant orange
 What is the ideal crop to plant for the following conditions: Nitrogen Content: 11.0, Phosphorous Content: 71.0, Potassium Content: 17.0, Temperature: 19.9191786, Humidity: 21.47324158, pH: 5.74644777, Rainfall: 82.68554379",kidneybeans
